date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2021-09-13,0050,3348806,473494037,141.85,141.85,141.15,141.45,-0.5,3899
2021-09-14,0050,2513428,356460422,141.85,142.2,141.35,141.6,0.15,2824
2021-09-15,0050,12135597,1709846643,141.3,141.45,140.4,140.75,-0.85,12872
2021-09-16,0050,8202035,1150003927,140.8,141.0,139.75,140.1,-0.65,6836
2021-09-17,0050,3858456,541563536,140.1,141.05,139.5,140.5,0.4,3815
